library,primary_school,secondary_school,college,atm,supermarket,panchayat_office,post_office,hospital,bus_stop,common_service_center,weighted_development_score,developed
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,0,1,1,0,1,1,0,0,0,0,41.17647058823529,0
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,1,1,0,1,0,1,0,0,1,0,64.70588235294117,0
1,0,0,0,1,0,1,0,1,1,1,58.82352941176471,0
1,1,1,0,1,1,1,1,0,0,0,64.70588235294117,0
0,1,1,1,0,1,0,0,0,0,0,35.294117647058826,0
1,1,0,1,1,1,1,0,0,0,1,58.82352941176471,0
1,0,0,1,0,1,0,1,1,0,0,35.294117647058826,0
0,1,0,0,1,1,1,1,1,1,0,70.58823529411765,1
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,1,1,1,1,1,1,1,1,1,1,100.0,1
0,1,0,1,0,0,1,1,0,0,1,41.17647058823529,0
0,1,1,0,1,1,1,1,1,1,0,82.35294117647058,1
1,0,1,1,0,1,1,0,1,1,0,64.70588235294117,0
0,1,1,1,0,1,0,0,0,1,1,52.94117647058824,0
0,1,1,1,0,0,1,0,1,0,0,52.94117647058824,0
0,1,0,0,0,1,1,1,1,1,1,64.70588235294117,0
1,1,1,1,1,1,1,1,1,1,1,100.0,1
0,0,0,0,1,0,0,0,0,0,0,11.76470588235294,0
0,1,0,0,1,0,1,0,0,1,1,52.94117647058824,0
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,1,0,0,1,0,1,0,1,1,0,64.70588235294117,0
1,0,0,1,1,0,0,0,0,0,1,29.411764705882355,0
0,0,0,0,0,0,0,0,0,0,1,5.88235294117647,0
1,1,1,0,1,0,1,0,0,0,1,58.82352941176471,0
0,0,0,0,1,0,1,0,0,0,0,23.52941176470588,0
0,0,1,0,0,1,0,1,0,1,0,35.294117647058826,0
0,0,1,0,1,0,0,0,1,1,1,52.94117647058824,0
1,1,1,1,1,1,1,1,1,1,1,100.0,1
0,0,0,0,0,0,0,1,0,0,0,5.88235294117647,0
0,1,1,1,0,0,1,0,1,0,1,58.82352941176471,0
1,1,1,1,1,1,1,1,1,1,1,100.0,1
0,1,0,0,1,1,0,0,1,0,0,41.17647058823529,0
1,0,0,0,1,1,0,0,0,0,1,29.411764705882355,0
1,1,1,1,1,1,1,1,1,1,1,100.0,1
0,0,0,0,0,1,1,1,0,1,1,41.17647058823529,0
0,1,1,1,0,1,1,0,1,0,1,64.70588235294117,0
1,1,1,1,1,1,1,1,1,1,1,100.0,1
0,0,1,0,1,0,0,1,1,1,0,52.94117647058824,0
0,0,0,1,1,0,1,1,1,0,1,52.94117647058824,0
1,1,1,0,1,1,0,0,0,0,0,47.05882352941176,0
1,0,1,1,0,0,0,1,0,0,0,29.411764705882355,0
1,1,1,1,1,1,1,1,1,1,1,100.0,1
0,0,0,1,1,1,1,0,1,0,0,47.05882352941176,0
1,0,1,0,1,0,0,1,0,1,1,52.94117647058824,0
0,1,0,0,0,1,1,1,1,0,1,52.94117647058824,0
1,0,0,1,0,1,0,1,0,0,1,29.411764705882355,0
1,1,0,0,0,0,1,0,1,0,0,41.17647058823529,0
0,0,0,0,0,1,1,0,0,1,1,35.294117647058826,0
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,1,1,1,1,1,0,1,1,1,1,88.23529411764706,1
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,0,1,1,0,1,0,0,0,1,1,47.05882352941176,0
0,0,1,1,1,0,0,1,0,0,1,41.17647058823529,0
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,0,1,0,0,1,1,0,0,1,1,52.94117647058824,0
0,0,0,0,0,0,1,0,1,0,0,23.52941176470588,0
0,1,0,0,0,0,0,1,1,0,0,29.411764705882355,0
0,1,0,1,1,0,1,0,1,1,1,70.58823529411765,1
1,1,1,1,1,1,1,1,1,1,1,100.0,1
0,1,0,1,0,0,1,0,0,0,1,35.294117647058826,0
0,0,1,0,0,0,0,0,1,1,0,35.294117647058826,0
1,1,1,1,1,1,1,1,1,1,1,100.0,1
0,0,1,0,0,0,1,1,1,1,0,52.94117647058824,0
0,1,0,0,0,0,0,0,0,1,1,29.411764705882355,0
1,0,0,0,1,0,0,0,1,1,0,41.17647058823529,0
1,0,0,1,0,0,1,0,0,0,0,23.52941176470588,0
1,1,1,1,1,1,1,1,1,1,1,100.0,1
0,0,0,0,0,0,0,1,1,1,1,35.294117647058826,0
0,1,0,1,0,0,1,1,0,0,0,35.294117647058826,0
0,1,1,1,1,0,1,0,0,1,0,64.70588235294117,0
0,0,0,1,1,0,1,0,0,0,1,35.294117647058826,0
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,0,0,0,0,0,0,1,0,1,0,23.52941176470588,0
0,1,1,1,0,1,0,1,0,0,0,41.17647058823529,0
1,0,1,0,0,1,0,1,0,1,1,47.05882352941176,0
1,0,0,0,0,0,1,1,0,0,0,23.52941176470588,0
1,1,0,1,0,1,0,0,1,1,1,58.82352941176471,0
1,0,1,0,0,1,1,1,0,0,0,41.17647058823529,0
1,1,1,1,1,1,1,1,1,1,1,100.0,1
0,1,0,0,0,1,0,0,1,1,0,41.17647058823529,0
0,0,0,1,0,0,1,0,0,0,0,17.647058823529413,0
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,0,0,0,1,0,0,1,0,0,0,23.52941176470588,0
0,0,1,1,0,0,0,0,1,1,1,47.05882352941176,0
1,1,0,1,1,0,1,0,0,1,1,64.70588235294117,0
1,1,1,1,1,1,1,1,1,1,1,100.0,1
0,1,1,1,0,1,0,0,1,0,0,47.05882352941176,0
0,1,1,0,0,1,1,1,0,0,0,47.05882352941176,0
1,1,0,1,0,1,1,0,1,0,0,52.94117647058824,0
1,0,1,1,1,0,1,1,0,1,0,64.70588235294117,0
1,1,1,1,0,0,0,1,0,1,1,58.82352941176471,0
1,0,1,0,1,1,1,1,0,0,1,58.82352941176471,0
0,0,0,1,0,1,0,1,1,1,1,47.05882352941176,0
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,1,1,1,1,0,0,0,0,1,1,64.70588235294117,0
1,1,1,1,1,1,1,1,1,0,1,88.23529411764706,1
0,1,1,1,0,1,1,0,1,0,0,58.82352941176471,0
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,1,1,1,1,1,1,1,1,1,1,100.0,1
0,0,0,1,0,0,0,1,0,0,0,11.76470588235294,0
1,0,1,0,1,1,0,1,0,0,1,47.05882352941176,0
0,0,0,0,0,0,1,1,0,1,1,35.294117647058826,0
0,1,0,1,0,0,1,1,1,0,0,47.05882352941176,0
1,0,0,0,1,0,1,0,1,1,1,58.82352941176471,0
1,1,1,1,0,0,1,0,1,0,0,58.82352941176471,0
0,1,1,1,1,0,0,1,0,1,0,58.82352941176471,0
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,1,0,0,0,0,0,1,0,0,1,29.411764705882355,0
1,0,1,0,0,1,1,0,0,0,0,35.294117647058826,0
1,0,0,1,0,1,0,0,0,1,1,35.294117647058826,0
0,0,1,1,1,1,0,0,0,1,0,47.05882352941176,0
1,1,1,1,1,0,1,1,1,1,1,94.11764705882352,1
0,1,1,1,1,0,1,1,0,0,1,64.70588235294117,0
1,1,1,0,1,1,1,0,1,1,1,88.23529411764706,1
1,1,1,1,1,0,0,0,1,1,1,76.47058823529412,1
1,0,1,0,1,0,0,1,0,1,0,47.05882352941176,0
0,1,1,0,0,0,1,0,0,0,1,41.17647058823529,0
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,1,0,1,0,0,0,0,0,0,1,29.411764705882355,0
0,1,1,1,0,1,0,0,1,1,0,58.82352941176471,0
0,1,0,0,0,0,0,0,1,0,1,29.411764705882355,0
0,1,0,1,1,0,0,0,0,1,1,47.05882352941176,0
1,1,0,0,0,1,1,0,1,1,1,64.70588235294117,0
1,1,1,1,1,1,1,1,1,1,1,100.0,1
0,0,1,0,0,1,1,0,0,0,0,29.411764705882355,0
1,1,1,1,1,0,0,0,1,0,0,58.82352941176471,0
1,1,1,1,1,0,1,1,1,1,0,88.23529411764706,1
0,0,1,1,0,1,0,0,1,1,0,47.05882352941176,0
1,1,0,1,1,1,1,1,0,0,0,58.82352941176471,0
1,1,0,1,0,0,0,0,0,1,0,35.294117647058826,0
1,1,1,0,0,0,0,1,0,0,1,41.17647058823529,0
1,1,1,1,1,0,0,1,0,1,0,64.70588235294117,0
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,1,1,1,1,0,1,0,1,1,1,88.23529411764706,1
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,1,1,1,1,0,1,0,1,1,1,88.23529411764706,1
1,1,1,1,0,1,0,0,0,0,0,41.17647058823529,0
1,0,0,1,1,0,0,1,0,1,1,47.05882352941176,0
1,0,0,0,0,0,0,0,0,1,0,17.647058823529413,0
0,1,0,1,1,1,0,1,1,0,0,52.94117647058824,0
0,1,0,0,0,1,1,1,1,0,0,47.05882352941176,0
0,0,0,1,0,1,1,0,1,0,0,35.294117647058826,0
1,0,0,1,0,1,0,0,0,1,0,29.411764705882355,0
1,0,0,0,1,1,1,1,1,0,1,58.82352941176471,0
1,1,1,0,1,0,1,1,1,1,0,82.35294117647058,1
1,1,1,1,0,1,1,1,1,0,0,70.58823529411765,1
0,1,0,0,1,0,0,1,1,1,1,58.82352941176471,0
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,0,0,1,1,1,1,1,0,0,0,47.05882352941176,0
1,0,1,1,0,0,0,1,0,0,0,29.411764705882355,0
1,1,1,0,0,1,0,0,0,0,1,41.17647058823529,0
0,1,1,0,1,1,0,0,0,1,1,58.82352941176471,0
1,0,1,1,0,0,0,0,0,1,1,41.17647058823529,0
0,1,1,1,1,0,1,0,1,1,0,76.47058823529412,1
0,1,0,0,1,1,0,1,1,0,1,52.94117647058824,0
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,0,0,0,1,1,0,0,1,0,0,35.294117647058826,0
0,1,1,1,1,0,1,1,1,1,1,88.23529411764706,1
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,0,1,1,1,0,1,1,1,1,1,82.35294117647058,1
1,1,0,0,0,1,0,0,1,0,0,35.294117647058826,0
0,0,0,1,1,1,1,1,1,0,0,52.94117647058824,0
0,1,1,1,0,0,0,0,0,1,0,41.17647058823529,0
1,0,1,0,1,0,1,1,1,0,1,64.70588235294117,0
1,0,1,0,0,1,0,0,1,1,0,47.05882352941176,0
0,1,1,1,1,1,1,1,1,1,1,94.11764705882352,1
0,0,0,1,1,0,1,0,1,1,1,58.82352941176471,0
1,0,1,0,0,1,0,0,1,0,1,41.17647058823529,0
1,0,0,0,0,1,0,1,1,0,0,29.411764705882355,0
1,0,1,1,1,1,0,1,1,1,0,70.58823529411765,1
0,1,0,1,1,0,1,1,1,1,1,76.47058823529412,1
1,1,0,0,0,0,0,0,1,1,0,41.17647058823529,0
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,1,1,1,1,1,1,1,1,1,1,100.0,1
0,1,0,1,1,0,0,1,1,1,1,64.70588235294117,0
1,1,1,0,0,0,0,1,1,0,0,47.05882352941176,0
1,0,0,1,1,0,0,1,1,1,0,52.94117647058824,0
1,0,1,0,1,0,0,0,1,0,0,41.17647058823529,0
1,1,0,1,0,1,0,0,0,1,1,47.05882352941176,0
1,0,0,0,1,1,0,0,0,0,0,23.52941176470588,0
0,0,0,1,0,1,1,1,0,0,0,29.411764705882355,0
0,0,0,0,1,1,0,1,1,1,1,52.94117647058824,0
0,0,0,0,1,1,1,1,0,0,1,41.17647058823529,0
1,1,0,1,0,1,0,1,1,0,0,47.05882352941176,0
1,1,1,1,1,1,1,1,1,1,1,100.0,1
0,1,1,0,1,1,1,0,0,0,0,52.94117647058824,0
0,1,1,1,1,0,0,0,0,0,0,41.17647058823529,0
1,0,0,1,0,1,1,0,0,0,1,35.294117647058826,0
1,1,1,1,0,1,0,0,0,1,0,52.94117647058824,0
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,1,1,1,0,0,1,0,0,1,0,58.82352941176471,0
0,1,1,0,0,0,0,0,0,1,0,35.294117647058826,0
0,1,0,1,1,0,0,0,0,1,0,41.17647058823529,0
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,0,0,0,1,1,0,1,0,0,1,35.294117647058826,0
1,0,1,1,0,0,1,1,0,1,1,58.82352941176471,0
1,0,1,1,0,1,1,1,1,1,1,76.47058823529412,1
0,1,0,1,1,1,0,1,0,0,0,41.17647058823529,0
1,0,1,0,0,0,0,1,1,0,1,41.17647058823529,0
1,1,1,1,1,1,1,1,1,1,1,100.0,1
0,0,0,1,0,0,1,1,1,1,1,52.94117647058824,0
1,0,0,1,1,1,1,0,0,0,1,47.05882352941176,0
1,1,0,0,0,0,1,0,0,1,0,41.17647058823529,0
1,1,1,1,1,1,1,1,1,1,1,100.0,1
0,0,0,1,0,0,0,0,1,1,0,29.411764705882355,0
1,0,0,0,0,0,0,1,1,0,0,23.52941176470588,0
0,1,0,1,0,1,0,0,0,1,0,35.294117647058826,0
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,0,0,1,1,0,1,0,1,1,1,64.70588235294117,0
0,1,1,0,0,1,1,0,0,0,0,41.17647058823529,0
0,1,0,1,0,1,0,0,1,1,0,47.05882352941176,0
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,1,1,1,1,1,1,1,1,1,1,100.0,1
0,0,0,1,0,0,1,1,1,1,1,52.94117647058824,0
1,0,1,1,1,0,0,1,0,1,0,52.94117647058824,0
1,0,0,1,1,1,0,0,1,0,1,47.05882352941176,0
0,1,1,0,1,0,0,1,1,1,1,70.58823529411765,1
0,1,1,1,1,1,1,0,1,1,0,82.35294117647058,1
1,1,1,1,0,1,1,1,1,1,0,82.35294117647058,1
0,1,1,0,1,1,0,1,1,0,1,64.70588235294117,0
0,0,1,1,1,1,1,1,1,1,1,82.35294117647058,1
0,1,1,0,0,0,0,1,1,0,1,47.05882352941176,0
1,1,1,0,1,1,0,1,0,0,0,52.94117647058824,0
0,0,0,0,1,0,1,0,1,1,0,47.05882352941176,0
0,0,1,0,0,0,0,1,0,1,1,35.294117647058826,0
1,0,1,0,1,1,0,0,1,1,1,64.70588235294117,0
0,1,1,0,0,0,0,1,1,1,1,58.82352941176471,0
1,1,1,1,1,1,1,1,1,1,1,100.0,1
0,0,1,0,1,0,1,0,1,1,0,58.82352941176471,0
1,1,1,0,1,1,1,0,1,1,1,88.23529411764706,1
0,0,1,1,1,1,0,0,0,0,1,41.17647058823529,0
0,1,0,1,1,0,0,0,0,0,0,29.411764705882355,0
0,0,1,1,1,0,0,1,1,0,1,52.94117647058824,0
0,1,1,0,0,0,0,0,0,1,1,41.17647058823529,0
0,1,0,1,1,1,1,1,1,0,0,64.70588235294117,0
1,0,0,1,0,0,1,0,1,0,1,41.17647058823529,0
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,0,1,1,1,0,0,0,1,1,0,58.82352941176471,0
1,0,0,1,1,0,0,1,0,0,1,35.294117647058826,0
1,1,1,1,1,1,1,1,1,1,1,100.0,1
0,1,1,0,0,0,0,1,0,0,0,29.411764705882355,0
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,0,1,0,1,1,1,1,0,1,0,64.70588235294117,0
1,0,0,0,0,1,1,1,0,0,0,29.411764705882355,0
0,1,1,1,0,1,1,0,0,0,1,52.94117647058824,0
1,1,1,1,1,1,0,1,1,0,1,76.47058823529412,1
1,1,1,1,1,1,1,1,1,1,1,100.0,1
0,1,0,0,1,0,0,0,1,1,1,52.94117647058824,0
1,1,1,1,1,1,1,1,1,1,1,100.0,1
0,0,0,1,0,0,1,0,1,1,0,41.17647058823529,0
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,0,0,0,0,1,1,0,0,0,1,29.411764705882355,0
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,0,0,0,1,1,0,1,1,0,1,47.05882352941176,0
0,0,0,0,1,0,0,0,0,0,1,17.647058823529413,0
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,1,1,1,1,1,1,1,1,1,1,100.0,1
0,0,0,1,0,1,0,1,0,1,1,35.294117647058826,0
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,1,1,0,1,0,0,0,1,0,1,58.82352941176471,0
1,1,1,1,1,0,1,0,1,1,1,88.23529411764706,1
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,1,1,0,0,1,1,0,0,1,0,58.82352941176471,0
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,1,1,1,1,1,1,1,1,1,1,100.0,1
0,0,1,1,0,1,1,0,1,0,1,52.94117647058824,0
0,0,1,0,0,1,1,1,0,0,1,41.17647058823529,0
1,1,0,0,0,1,1,1,1,1,1,70.58823529411765,1
0,0,0,0,1,1,1,0,0,0,1,35.294117647058826,0
0,0,0,1,0,0,1,1,0,1,0,35.294117647058826,0
1,1,1,0,0,1,1,1,0,1,0,64.70588235294117,0
1,1,1,0,1,0,0,1,1,0,0,58.82352941176471,0
0,0,0,1,0,0,1,0,0,1,1,35.294117647058826,0
1,1,1,1,1,1,1,1,1,1,1,100.0,1
0,1,1,1,1,0,1,1,1,1,1,88.23529411764706,1
0,1,1,1,0,1,0,1,0,1,1,58.82352941176471,0
0,0,1,0,0,0,1,0,1,1,1,52.94117647058824,0
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,1,1,1,1,1,1,1,1,1,1,100.0,1
0,1,1,0,1,1,0,0,1,1,1,70.58823529411765,1
1,1,1,1,0,0,1,1,1,0,0,64.70588235294117,0
1,1,0,1,1,0,0,0,0,1,1,52.94117647058824,0
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,1,1,1,1,1,1,1,1,1,1,100.0,1
0,0,0,1,0,1,1,1,0,0,1,35.294117647058826,0
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,1,1,0,0,0,1,0,1,0,0,52.94117647058824,0
0,0,0,0,1,0,0,1,1,0,0,29.411764705882355,0
0,1,1,0,0,1,0,1,0,0,0,35.294117647058826,0
0,1,1,1,1,1,0,0,0,0,1,52.94117647058824,0
1,1,0,1,1,1,1,1,1,1,0,82.35294117647058,1
0,1,1,0,1,1,1,0,1,0,1,70.58823529411765,1
0,1,1,0,1,0,0,1,0,1,1,58.82352941176471,0
1,1,1,1,1,1,1,1,1,1,1,100.0,1
0,0,0,1,1,1,1,0,0,1,1,52.94117647058824,0
1,0,0,1,0,1,1,1,0,0,1,41.17647058823529,0
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,1,1,1,0,0,0,0,1,1,0,58.82352941176471,0
0,1,1,1,1,1,0,0,0,1,0,58.82352941176471,0
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,1,0,1,1,1,1,1,0,1,1,76.47058823529412,1
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,1,0,1,1,0,1,1,1,1,1,82.35294117647058,1
1,0,0,0,0,0,1,1,0,0,0,23.52941176470588,0
1,1,1,1,1,1,1,1,1,1,1,100.0,1
0,0,1,1,1,1,0,0,1,0,1,52.94117647058824,0
1,0,0,0,0,1,0,0,0,1,1,29.411764705882355,0
0,0,1,1,1,0,1,1,0,1,1,64.70588235294117,0
1,0,0,0,0,1,1,1,0,0,1,35.294117647058826,0
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,0,1,1,1,1,1,0,0,1,1,70.58823529411765,1
1,1,0,0,0,0,1,1,1,1,1,64.70588235294117,0
1,1,0,1,1,0,1,0,0,1,0,58.82352941176471,0
1,0,1,0,0,0,0,0,0,0,0,17.647058823529413,0
0,1,1,1,1,1,1,0,0,1,0,70.58823529411765,1
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,0,1,0,0,0,1,1,1,0,0,47.05882352941176,0
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,0,1,1,1,0,1,1,0,1,1,70.58823529411765,1
1,1,1,1,1,1,1,1,1,1,1,100.0,1
0,0,0,0,0,1,0,0,0,1,1,23.52941176470588,0
1,1,1,0,0,0,0,0,0,0,0,29.411764705882355,0
0,0,0,0,0,0,0,1,1,0,0,17.647058823529413,0
1,1,1,0,1,0,1,0,1,1,0,76.47058823529412,1
0,0,0,1,0,1,0,1,1,1,1,47.05882352941176,0
1,0,0,0,1,1,0,1,0,0,0,29.411764705882355,0
0,0,0,0,0,1,1,0,0,0,1,23.52941176470588,0
0,0,1,1,1,0,1,0,0,0,1,47.05882352941176,0
1,1,1,0,1,0,1,1,1,1,1,88.23529411764706,1
0,0,0,0,0,0,0,0,0,1,1,17.647058823529413,0
0,1,1,1,1,1,0,0,1,1,1,76.47058823529412,1
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,0,1,1,1,1,1,1,1,0,0,70.58823529411765,1
0,0,0,0,0,0,1,0,1,0,1,29.411764705882355,0
1,1,1,1,1,1,1,1,1,1,1,100.0,1
0,0,0,0,1,0,0,0,0,0,0,11.76470588235294,0
0,0,1,0,1,1,1,1,1,0,0,58.82352941176471,0
0,1,1,0,1,0,0,1,1,0,0,52.94117647058824,0
0,1,0,1,1,0,0,1,0,1,1,52.94117647058824,0
0,1,1,0,1,0,1,1,1,1,0,76.47058823529412,1
1,0,0,0,0,0,0,0,0,0,0,5.88235294117647,0
1,1,1,1,0,1,1,0,0,0,0,52.94117647058824,0
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,1,1,1,1,1,1,1,1,1,1,100.0,1
0,1,1,1,1,0,0,1,1,0,1,64.70588235294117,0
0,1,0,1,1,1,1,1,0,0,1,58.82352941176471,0
0,0,0,1,0,1,1,0,1,0,1,41.17647058823529,0
1,1,1,1,1,0,1,1,1,1,0,88.23529411764706,1
0,1,0,0,0,1,1,0,0,1,0,41.17647058823529,0
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,1,1,1,1,1,1,1,1,1,1,100.0,1
0,0,1,0,1,1,1,0,1,0,0,52.94117647058824,0
1,1,0,1,1,1,0,1,1,1,0,70.58823529411765,1
0,0,1,0,0,1,0,1,0,1,1,41.17647058823529,0
0,1,0,0,1,0,1,0,0,0,0,35.294117647058826,0
1,0,1,1,1,1,1,0,0,0,0,52.94117647058824,0
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,1,0,1,1,0,1,0,1,0,1,64.70588235294117,0
1,0,0,0,1,1,0,0,1,1,1,52.94117647058824,0
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,1,0,0,0,1,1,0,1,0,0,47.05882352941176,0
1,1,0,1,1,0,0,1,0,0,0,41.17647058823529,0
0,0,1,0,0,0,0,1,0,0,0,17.647058823529413,0
1,1,1,1,1,1,1,1,0,1,0,82.35294117647058,1
1,1,0,1,0,1,1,0,0,1,0,52.94117647058824,0
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,0,1,1,0,1,1,1,1,0,0,58.82352941176471,0
1,1,0,0,0,1,0,1,0,1,1,47.05882352941176,0
1,1,0,1,0,0,1,1,1,1,0,64.70588235294117,0
1,1,1,1,1,0,0,1,0,1,1,70.58823529411765,1
0,1,0,1,0,0,0,1,0,0,0,23.52941176470588,0
0,1,1,1,0,1,0,1,1,0,0,52.94117647058824,0
0,1,0,1,1,1,1,1,0,0,0,52.94117647058824,0
0,0,1,0,1,1,1,0,1,0,1,58.82352941176471,0
1,0,1,0,1,1,0,1,0,0,1,47.05882352941176,0
0,0,1,1,0,0,1,1,1,0,0,47.05882352941176,0
0,0,1,0,1,1,0,0,1,0,0,41.17647058823529,0
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,1,1,1,1,1,1,1,1,1,1,100.0,1
0,1,1,0,0,0,0,0,1,0,0,35.294117647058826,0
0,0,0,0,1,0,1,0,1,0,0,35.294117647058826,0
1,0,1,0,0,1,0,0,1,0,1,41.17647058823529,0
1,0,1,1,0,0,1,0,0,1,0,47.05882352941176,0
1,1,1,1,0,1,0,0,1,0,0,52.94117647058824,0
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,1,0,1,0,0,1,1,0,1,1,58.82352941176471,0
0,1,1,0,1,0,1,1,0,1,0,64.70588235294117,0
1,0,1,0,1,0,0,1,0,1,0,47.05882352941176,0
1,1,1,1,1,1,1,1,1,0,0,82.35294117647058,1
0,0,0,0,0,1,0,0,0,0,0,5.88235294117647,0
1,1,1,1,1,1,1,1,1,1,1,100.0,1
0,0,0,0,1,0,1,1,0,1,0,41.17647058823529,0
0,1,0,0,0,0,1,1,1,1,0,52.94117647058824,0
1,1,1,1,1,0,1,0,1,1,0,82.35294117647058,1
1,0,1,1,0,1,0,0,0,0,1,35.294117647058826,0
1,0,0,0,1,1,1,0,0,1,1,52.94117647058824,0
1,1,1,0,1,0,1,1,1,0,1,76.47058823529412,1
1,0,0,0,1,1,0,0,1,1,1,52.94117647058824,0
1,1,0,0,0,1,0,1,0,0,0,29.411764705882355,0
1,1,0,1,0,1,0,0,1,1,1,58.82352941176471,0
1,1,1,1,1,1,1,1,1,1,1,100.0,1
0,1,1,1,0,1,1,1,1,0,0,64.70588235294117,0
1,1,1,1,1,1,1,1,1,1,1,100.0,1
0,1,0,0,0,0,0,1,1,0,1,35.294117647058826,0
0,1,1,0,1,1,0,1,0,1,0,58.82352941176471,0
0,0,0,1,0,0,0,1,0,1,0,23.52941176470588,0
1,1,0,0,0,1,1,0,1,1,0,58.82352941176471,0
0,0,1,1,1,1,0,0,1,0,0,47.05882352941176,0
1,0,1,1,0,1,1,0,0,0,1,47.05882352941176,0
0,1,0,0,1,0,0,0,0,0,1,29.411764705882355,0
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,1,1,1,1,1,0,1,1,1,1,88.23529411764706,1
1,0,0,0,1,0,1,0,0,0,1,35.294117647058826,0
0,0,1,1,1,1,1,0,0,1,1,64.70588235294117,0
0,1,1,1,1,1,0,1,1,0,0,64.70588235294117,0
1,1,0,0,1,0,1,1,0,1,1,64.70588235294117,0
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,0,0,0,1,0,1,0,0,0,0,29.411764705882355,0
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,1,1,0,1,0,1,1,1,1,1,88.23529411764706,1
1,1,1,1,1,0,1,0,1,0,0,70.58823529411765,1
1,1,0,0,0,0,0,0,1,1,1,47.05882352941176,0
1,1,1,1,1,1,1,1,1,1,1,100.0,1
1,0,0,0,0,1,1,0,0,0,1,29.411764705882355,0
1,1,1,1,1,1,1,1,1,1,1,100.0,1
0,0,1,0,1,0,1,1,0,1,0,52.94117647058824,0
